,model,feat_select,n_feat,test_val,acc,acc_sd,auc,auc_sd,htune_val,htune_trials
10,dtree,pca,20,10-fold,0.6598039215686274,0.14124680528267927,0.6545833333333333,0.14200419142302892,10-fold,100
49,dtree,d,50,10-fold,0.654248366013072,0.11584597292237761,0.6700099206349206,0.12732905549779552,10-fold,100
88,dtree,pearson,100,10-fold,0.6509803921568628,0.14286192319332286,0.6374404761904762,0.14085078351282027,10-fold,100
46,dtree,d,20,10-fold,0.65,0.1358772546596071,0.6471230158730158,0.1335066104081582,10-fold,100
81,dtree,pearson,20,5-fold,0.6495798319327731,0.04970785351653869,0.6600526315789473,0.058834432593530196,5-fold,100
54,dtree,auc,20,5-fold,0.6490756302521009,0.04144825414108333,0.6448245614035089,0.04140894440977012,5-fold,100
84,dtree,pearson,50,5-fold,0.6431932773109243,0.060016710240445435,0.6323684210526317,0.05470460561084849,5-fold,100
4,dtree,pca,50,10-fold,0.6431372549019607,0.1488019024104639,0.643531746031746,0.14496265841795575,10-fold,100
69,dtree,auc,100,5-fold,0.6430252100840336,0.07661911884261967,0.6310701754385964,0.07677639784618556,5-fold,100
11,dtree,pca,20,m-carlo,0.6385714285714285,0.06373616401739274,0.6316666666666667,0.07011894655987544,m-carlo,100
60,dtree,auc,100,5-fold,0.6379831932773109,0.08436573026022857,0.6342982456140351,0.09388803063272291,5-fold,100
70,dtree,auc,100,10-fold,0.6372549019607844,0.11483982314983399,0.6707539682539683,0.13106388050197054,10-fold,100
2,dtree,pca,20,m-carlo,0.6371428571428571,0.06014661642386485,0.6304166666666666,0.06835980445771533,m-carlo,100
80,dtree,pearson,100,m-carlo,0.6342857142857141,0.07898387984929117,0.6325833333333334,0.09220888281600337,m-carlo,100
9,dtree,pca,20,5-fold,0.632436974789916,0.08045664460817281,0.6239473684210527,0.08291596776293839,5-fold,100
73,dtree,pearson,20,10-fold,0.6310457516339869,0.09153503442785045,0.623690476190476,0.08564067606473805,10-fold,100
1,dtree,pca,20,10-fold,0.6300653594771243,0.14009409172411472,0.6238492063492063,0.14385788151181103,10-fold,100
56,dtree,auc,20,m-carlo,0.63,0.08159263251001327,0.6220833333333334,0.07906965431768455,m-carlo,100
59,dtree,auc,50,m-carlo,0.627142857142857,0.059698490554084306,0.6183333333333334,0.059271898018680366,m-carlo,100
89,dtree,pearson,100,m-carlo,0.627142857142857,0.0831573508799467,0.6199999999999999,0.08525846496362234,m-carlo,100
55,dtree,auc,20,10-fold,0.6271241830065359,0.07833221158301225,0.6284920634920634,0.08132781367960017,10-fold,100
65,dtree,auc,20,m-carlo,0.6242857142857142,0.07015404256710361,0.6212500000000001,0.07367122118174342,m-carlo,100
67,dtree,auc,50,10-fold,0.6222222222222223,0.1760949766840678,0.6213492063492063,0.1784366334281051,10-fold,100
6,dtree,pca,100,5-fold,0.6196638655462184,0.1102244277629629,0.6123684210526316,0.10698850986652508,5-fold,100
13,dtree,pca,50,10-fold,0.6183006535947712,0.13733960107526968,0.6106746031746031,0.13365100573070682,10-fold,100
58,dtree,auc,50,10-fold,0.6156862745098038,0.10857457549929746,0.6119246031746032,0.11182841381242278,10-fold,100
18,dtree,kpca,20,5-fold,0.6151260504201681,0.08120447696153303,0.6278947368421053,0.0844426852816067,5-fold,100
39,dtree,d,50,5-fold,0.615126050420168,0.021719072240874115,0.6084210526315789,0.027138811351338877,5-fold,100
87,dtree,pearson,100,5-fold,0.6094117647058823,0.04983696319926685,0.6086842105263159,0.04626662894721999,5-fold,100
33,dtree,kpca,100,5-fold,0.6092436974789915,0.042518018960247136,0.5907017543859651,0.06154723154859028,5-fold,100
85,dtree,pearson,50,10-fold,0.6088235294117647,0.11984600739128927,0.6026388888888888,0.10354498917533739,10-fold,100
68,dtree,auc,50,m-carlo,0.6085714285714285,0.09901773214023583,0.605,0.09964850506356589,m-carlo,100
82,dtree,pearson,20,10-fold,0.6049019607843137,0.12533814696199289,0.6279761904761905,0.12174425972924521,10-fold,100
71,dtree,auc,100,m-carlo,0.6042857142857143,0.09000537040905096,0.63075,0.0913278827288944,m-carlo,100
74,dtree,pearson,20,m-carlo,0.6042857142857142,0.07256242913828741,0.5974999999999999,0.0772848834920146,m-carlo,100
21,dtree,kpca,50,5-fold,0.6038655462184874,0.059026061899253565,0.5980000000000001,0.09242414306999126,5-fold,100
24,dtree,kpca,100,5-fold,0.6035294117647059,0.021689790278615985,0.5496315789473685,0.055269994007703424,5-fold,100
43,dtree,d,100,10-fold,0.6029411764705882,0.12179263063246923,0.5922619047619048,0.11908431973967407,10-fold,100
77,dtree,pearson,50,m-carlo,0.5999999999999999,0.07180352713571925,0.59025,0.07173757202307647,m-carlo,100
31,dtree,kpca,50,10-fold,0.5973856209150327,0.05596627197438514,0.5805257936507936,0.11204613399925895,10-fold,100
57,dtree,auc,50,5-fold,0.5971428571428572,0.07719574906346456,0.5942982456140351,0.0821733673162486,5-fold,100
62,dtree,auc,100,m-carlo,0.5971428571428571,0.08837961281501466,0.5858333333333332,0.09699807075913498,m-carlo,100
5,dtree,pca,50,m-carlo,0.5971428571428571,0.06415609321378155,0.5875,0.07176248184928945,m-carlo,100
86,dtree,pearson,50,m-carlo,0.5942857142857142,0.07677718959499145,0.5900000000000001,0.0789459064192114,m-carlo,100
0,dtree,pca,20,5-fold,0.5919327731092437,0.03717288417061985,0.5862280701754387,0.039734276281361544,5-fold,100
42,dtree,d,100,5-fold,0.5907563025210083,0.13209859514417646,0.5835087719298245,0.12464924626831915,5-fold,100
83,dtree,pearson,20,m-carlo,0.5885714285714285,0.09783916743965394,0.6155833333333334,0.10117478796270465,m-carlo,100
32,dtree,kpca,50,m-carlo,0.5885714285714284,0.0252165700045168,0.5632500000000001,0.06269874832032672,m-carlo,100
37,dtree,d,20,10-fold,0.5872549019607842,0.16119096776025546,0.5885119047619047,0.16377187730704632,10-fold,100
29,dtree,kpca,20,m-carlo,0.587142857142857,0.03646577784461898,0.5211666666666666,0.05440561331548351,m-carlo,100
79,dtree,pearson,100,10-fold,0.5869281045751634,0.10561618732992857,0.6049107142857143,0.11381136834777421,10-fold,100
